2024-08-28 13:31:52,152 INFO    StreamThr :343848 [internal.py:wandb_internal():86] W&B internal server running at pid: 343848, started at: 2024-08-28 13:31:52.147229
2024-08-28 13:31:52,164 DEBUG   HandlerThread:343848 [handler.py:handle_request():146] handle_request: status
2024-08-28 13:31:52,206 INFO    WriterThread:343848 [datastore.py:open_for_write():85] open: /workspace/minghang/gist-cllm/wandb/offline-run-20240828_133152-nw6k79uq/run-nw6k79uq.wandb
2024-08-28 13:31:52,331 DEBUG   HandlerThread:343848 [handler.py:handle_request():146] handle_request: run_start
2024-08-28 13:31:52,350 DEBUG   HandlerThread:343848 [system_info.py:__init__():32] System info init
2024-08-28 13:31:52,351 DEBUG   HandlerThread:343848 [system_info.py:__init__():47] System info init done
2024-08-28 13:31:52,351 INFO    HandlerThread:343848 [system_monitor.py:start():194] Starting system monitor
2024-08-28 13:31:52,354 INFO    HandlerThread:343848 [system_monitor.py:probe():214] Collecting system info
2024-08-28 13:31:52,354 INFO    SystemMonitor:343848 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-08-28 13:31:52,359 INFO    SystemMonitor:343848 [interfaces.py:start():190] Started cpu monitoring
2024-08-28 13:31:52,366 INFO    SystemMonitor:343848 [interfaces.py:start():190] Started disk monitoring
2024-08-28 13:31:52,382 INFO    SystemMonitor:343848 [interfaces.py:start():190] Started gpu monitoring
2024-08-28 13:31:52,396 INFO    SystemMonitor:343848 [interfaces.py:start():190] Started memory monitoring
2024-08-28 13:31:52,409 INFO    SystemMonitor:343848 [interfaces.py:start():190] Started network monitoring
2024-08-28 13:31:52,474 DEBUG   HandlerThread:343848 [system_info.py:probe():196] Probing system
2024-08-28 13:31:52,489 DEBUG   HandlerThread:343848 [system_info.py:_probe_git():181] Probing git
2024-08-28 13:31:52,593 DEBUG   HandlerThread:343848 [system_info.py:_probe_git():189] Probing git done
2024-08-28 13:31:52,594 DEBUG   HandlerThread:343848 [system_info.py:probe():244] Probing system done
