2024-08-28 13:16:20,670 INFO    StreamThr :336421 [internal.py:wandb_internal():86] W&B internal server running at pid: 336421, started at: 2024-08-28 13:16:20.666207
2024-08-28 13:16:20,679 DEBUG   HandlerThread:336421 [handler.py:handle_request():146] handle_request: status
2024-08-28 13:16:20,690 INFO    WriterThread:336421 [datastore.py:open_for_write():85] open: /workspace/minghang/gist-cllm/wandb/offline-run-20240828_131620-e9dyjuvg/run-e9dyjuvg.wandb
2024-08-28 13:16:20,777 DEBUG   HandlerThread:336421 [handler.py:handle_request():146] handle_request: run_start
2024-08-28 13:16:20,810 DEBUG   HandlerThread:336421 [system_info.py:__init__():32] System info init
2024-08-28 13:16:20,811 DEBUG   HandlerThread:336421 [system_info.py:__init__():47] System info init done
2024-08-28 13:16:20,812 INFO    HandlerThread:336421 [system_monitor.py:start():194] Starting system monitor
2024-08-28 13:16:20,814 INFO    HandlerThread:336421 [system_monitor.py:probe():214] Collecting system info
2024-08-28 13:16:20,814 INFO    SystemMonitor:336421 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-08-28 13:16:20,819 INFO    SystemMonitor:336421 [interfaces.py:start():190] Started cpu monitoring
2024-08-28 13:16:20,824 INFO    SystemMonitor:336421 [interfaces.py:start():190] Started disk monitoring
2024-08-28 13:16:20,830 INFO    SystemMonitor:336421 [interfaces.py:start():190] Started gpu monitoring
2024-08-28 13:16:20,840 INFO    SystemMonitor:336421 [interfaces.py:start():190] Started memory monitoring
2024-08-28 13:16:20,849 INFO    SystemMonitor:336421 [interfaces.py:start():190] Started network monitoring
2024-08-28 13:16:20,909 DEBUG   HandlerThread:336421 [system_info.py:probe():196] Probing system
2024-08-28 13:16:20,917 DEBUG   HandlerThread:336421 [system_info.py:_probe_git():181] Probing git
2024-08-28 13:16:20,967 DEBUG   HandlerThread:336421 [system_info.py:_probe_git():189] Probing git done
2024-08-28 13:16:20,967 DEBUG   HandlerThread:336421 [system_info.py:probe():244] Probing system done
