2024-08-27 08:41:51,111 INFO    StreamThr :189668 [internal.py:wandb_internal():86] W&B internal server running at pid: 189668, started at: 2024-08-27 08:41:51.106833
2024-08-27 08:41:51,121 DEBUG   HandlerThread:189668 [handler.py:handle_request():146] handle_request: status
2024-08-27 08:41:51,133 INFO    WriterThread:189668 [datastore.py:open_for_write():85] open: /workspace/minghang/gist-cllm/wandb/offline-run-20240827_084151-wdfgqj28/run-wdfgqj28.wandb
2024-08-27 08:41:51,217 DEBUG   HandlerThread:189668 [handler.py:handle_request():146] handle_request: run_start
2024-08-27 08:41:51,233 DEBUG   HandlerThread:189668 [system_info.py:__init__():32] System info init
2024-08-27 08:41:51,234 DEBUG   HandlerThread:189668 [system_info.py:__init__():47] System info init done
2024-08-27 08:41:51,234 INFO    HandlerThread:189668 [system_monitor.py:start():194] Starting system monitor
2024-08-27 08:41:51,236 INFO    HandlerThread:189668 [system_monitor.py:probe():214] Collecting system info
2024-08-27 08:41:51,236 INFO    SystemMonitor:189668 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-08-27 08:41:51,239 INFO    SystemMonitor:189668 [interfaces.py:start():190] Started cpu monitoring
2024-08-27 08:41:51,243 INFO    SystemMonitor:189668 [interfaces.py:start():190] Started disk monitoring
2024-08-27 08:41:51,248 INFO    SystemMonitor:189668 [interfaces.py:start():190] Started gpu monitoring
2024-08-27 08:41:51,254 INFO    SystemMonitor:189668 [interfaces.py:start():190] Started memory monitoring
2024-08-27 08:41:51,263 INFO    SystemMonitor:189668 [interfaces.py:start():190] Started network monitoring
2024-08-27 08:41:51,319 DEBUG   HandlerThread:189668 [system_info.py:probe():196] Probing system
2024-08-27 08:41:51,327 DEBUG   HandlerThread:189668 [system_info.py:_probe_git():181] Probing git
2024-08-27 08:41:51,368 DEBUG   HandlerThread:189668 [system_info.py:_probe_git():189] Probing git done
2024-08-27 08:41:51,368 DEBUG   HandlerThread:189668 [system_info.py:probe():244] Probing system done
