2024-08-28 13:47:37,067 INFO    StreamThr :350543 [internal.py:wandb_internal():86] W&B internal server running at pid: 350543, started at: 2024-08-28 13:47:37.063948
2024-08-28 13:47:37,073 DEBUG   HandlerThread:350543 [handler.py:handle_request():146] handle_request: status
2024-08-28 13:47:37,080 INFO    WriterThread:350543 [datastore.py:open_for_write():85] open: /workspace/minghang/gist-cllm/wandb/offline-run-20240828_134737-p146tryn/run-p146tryn.wandb
2024-08-28 13:47:37,164 DEBUG   HandlerThread:350543 [handler.py:handle_request():146] handle_request: run_start
2024-08-28 13:47:37,200 DEBUG   HandlerThread:350543 [system_info.py:__init__():32] System info init
2024-08-28 13:47:37,204 DEBUG   HandlerThread:350543 [system_info.py:__init__():47] System info init done
2024-08-28 13:47:37,205 INFO    HandlerThread:350543 [system_monitor.py:start():194] Starting system monitor
2024-08-28 13:47:37,207 INFO    HandlerThread:350543 [system_monitor.py:probe():214] Collecting system info
2024-08-28 13:47:37,207 INFO    SystemMonitor:350543 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-08-28 13:47:37,215 INFO    SystemMonitor:350543 [interfaces.py:start():190] Started cpu monitoring
2024-08-28 13:47:37,218 INFO    SystemMonitor:350543 [interfaces.py:start():190] Started disk monitoring
2024-08-28 13:47:37,223 INFO    SystemMonitor:350543 [interfaces.py:start():190] Started gpu monitoring
2024-08-28 13:47:37,236 INFO    SystemMonitor:350543 [interfaces.py:start():190] Started memory monitoring
2024-08-28 13:47:37,244 INFO    SystemMonitor:350543 [interfaces.py:start():190] Started network monitoring
2024-08-28 13:47:37,306 DEBUG   HandlerThread:350543 [system_info.py:probe():196] Probing system
2024-08-28 13:47:37,317 DEBUG   HandlerThread:350543 [system_info.py:_probe_git():181] Probing git
2024-08-28 13:47:37,371 DEBUG   HandlerThread:350543 [system_info.py:_probe_git():189] Probing git done
2024-08-28 13:47:37,371 DEBUG   HandlerThread:350543 [system_info.py:probe():244] Probing system done
