2024-08-28 14:07:02,325 INFO    StreamThr :360161 [internal.py:wandb_internal():86] W&B internal server running at pid: 360161, started at: 2024-08-28 14:07:02.321126
2024-08-28 14:07:02,334 DEBUG   HandlerThread:360161 [handler.py:handle_request():146] handle_request: status
2024-08-28 14:07:02,342 INFO    WriterThread:360161 [datastore.py:open_for_write():85] open: /workspace/minghang/gist-cllm/wandb/offline-run-20240828_140702-5jv8q6qy/run-5jv8q6qy.wandb
2024-08-28 14:07:02,426 DEBUG   HandlerThread:360161 [handler.py:handle_request():146] handle_request: run_start
2024-08-28 14:07:02,465 DEBUG   HandlerThread:360161 [system_info.py:__init__():32] System info init
2024-08-28 14:07:02,466 DEBUG   HandlerThread:360161 [system_info.py:__init__():47] System info init done
2024-08-28 14:07:02,467 INFO    HandlerThread:360161 [system_monitor.py:start():194] Starting system monitor
2024-08-28 14:07:02,468 INFO    HandlerThread:360161 [system_monitor.py:probe():214] Collecting system info
2024-08-28 14:07:02,469 INFO    SystemMonitor:360161 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-08-28 14:07:02,473 INFO    SystemMonitor:360161 [interfaces.py:start():190] Started cpu monitoring
2024-08-28 14:07:02,477 INFO    SystemMonitor:360161 [interfaces.py:start():190] Started disk monitoring
2024-08-28 14:07:02,483 INFO    SystemMonitor:360161 [interfaces.py:start():190] Started gpu monitoring
2024-08-28 14:07:02,487 INFO    SystemMonitor:360161 [interfaces.py:start():190] Started memory monitoring
2024-08-28 14:07:02,502 INFO    SystemMonitor:360161 [interfaces.py:start():190] Started network monitoring
2024-08-28 14:07:02,562 DEBUG   HandlerThread:360161 [system_info.py:probe():196] Probing system
2024-08-28 14:07:02,570 DEBUG   HandlerThread:360161 [system_info.py:_probe_git():181] Probing git
2024-08-28 14:07:02,625 DEBUG   HandlerThread:360161 [system_info.py:_probe_git():189] Probing git done
2024-08-28 14:07:02,626 DEBUG   HandlerThread:360161 [system_info.py:probe():244] Probing system done
